HH1,HH2,HH3,HH4,HH5D,HH5M,HH5Y,HH6,HH7,HH9,HH10,HH11,HH12,HH13,HH14,HH15,HH16,TOHL6,TOHL7,TOHL8,WS1,WS2,WS3,WS4,WS5,WS6A,WS6B,WS6C,WS6D,WS6E,WS6F,WS6X,WS6Z,WS7,WS8,WS9,HC2,HC3,HC4,HC5,HC6,HC7,HC7A,HC8,HC9A,HC9B,HC9C,HC9D,HC9E,HC9F,HC10A,HC10B,HC10C,HC10D,HC10E,HC10F,CD7,CD9,CD11,CD12A,CD12B,CD12C,CD12D,CD12E,CD12F,CD12G,CD12H,CD12I,CD12J,CD12K,CD13,SI1,hhweight,wlthscor,wlthind5,helevel,hhsex
64,56,4,1,29,11,2005,2,51,3, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
65,56,5,1,27,11,2005,2,51,1,2,2,2,2,0,0,5,2,0,0,31, ,10,1,2, , , , , , , , ,22,2, ,2,21,33,22,6,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.576204673,1.43335425027064,1,4,2
66,56,2,1,29,11,2005,1,53,1,2,5,1,1,2,2,1,1,0,2,11, , , ,2, , , , , , , , ,11,2, ,3,35,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,.241080164,-1.01186588360098,5,3,2
67,56,3,1,12,12,2005,1,53,1,2,2,1,1,0,0,3,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,1,21,33,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.972499973,.0301272683500395,2,3,1
68,56,4,1,7,12,2005,2,53,1,1,3,1,1,0,0,4,1,1,0,31, ,5,1,2, , , , , , , , ,22,2, ,3,21,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2.484918355,1.080674172492,1,4,2
69,56,1,1,8,12,2005,1,56,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
70,56,2,1,10,12,2005,2,56,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
71,56,15,1,22,11,2005,2,56,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
72,56,2,2,30,11,2005,1,59,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
73,56,1,1,24,11,2005,1,59,1,2,3,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.560859302,-.875272792266586,4,4,2
74,56,1,1,4,12,2005,2,59,1,2,2,1,1,0,0,1,1,0,0,12, , , ,2, , , , , , , , ,22,2, ,1,21,33,36,8,3, ,1,1,2,1,2,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,1,1.621981813,1.84116901842919,1,4,1
75,56,1,1,5,12,2005,1,61,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
76,56,25,1,27,11,2005,2,61,1,2,3,2,2,0,0,1,2,0,0,31, ,5,2,2, , , , , , , , ,31,2, ,2,21,33,33,3, , ,2,1,1,1,1,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , ,1,1.015207904,.96450911736703,2,3,1
77,56,22,1,7,12,2005,2,61,1,1,2,0,0,0,0,1,0,0,0,31, ,5,2,2, , , , , , , , ,22,2, ,1,21,33,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.022760507,.985320064273833,2,3,1
78,56,1,1,1,12,2005,1,63,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
79,56,2,1,7,12,2005,1,63,1,2,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,21,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,1,3.324787228,-.818522642924625,4,4,1
80,56,3,1,29,11,2005,1,63,2, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
81,56,5,1,24,11,2005,1,63,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
82,56,4,1,18,11,2005,2,63,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
83,56,1,1,30,11,2005,1,65,1,2,3,2,2,0,0,1,2,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,7,3.321859439,-1.05563705821922,5,4,1
84,56,3,1,2,12,2005,2,65,1,2,4,1,1,0,0,1,1,1,0,21, ,10,1,2, , , , , , , , ,22,2, ,3,35,33,32,6,3, ,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,4,1,1,2,1,1,2,2,2,2,2,2,2,7,1.6053841,1.06236202617804,1,3,1
85,56,1,1,29,11,2005,1,68,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
86,56,6,1,7,12,2005,1,68,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
87,56,9,1,21,11,2005,2,68,1,3,3,2,2,0,0,1,2,0,0,11, , , ,2, , , , , , , , ,13,2, ,2,21,31,33,3, , ,1,1,2,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.313548745,.42223417642168,2,3,1
88,56,1,1,6,12,2005,1,71,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
89,56,2,1,5,12,2005,2,71,1,2,5,2,2,1,1,1,2,0,1,31, ,995, ,2, , , , , , , , ,22,2, ,3,21,33,33,3, , ,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,5,2,1,2,1,2,1,2,2,2,2,2,2,2,.203955036,.843886211170769,2,3,1
90,56,2,1,3,12,2005,1,73,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
91,56,3,1,5,12,2005,2,73,1,1,1,1,1,0,0,1,1,0,0,31, ,10,1,2, , , , , , , , ,22,2, ,1,21,33,33,8,3, ,2,1,1,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,1.153354285,1.41740030894621,1,4,2
92,56,4,1,5,12,2005,2,73,1,3,5,1,1,0,0,1,1,2,0,31, ,10,1,2, , , , , , , , ,41,2, ,3,21,33,35,2, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,3,.893856335,1.28390614419512,1,3,2
93,56,2,1,2,12,2005,1,74,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
94,56,3,1,7,12,2005,2,74,1,3,4,1,1,0,0,1,1,1,0,31, ,7,1,2, , , , , , , , ,22,2, ,2,21,31,26,8,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,4,2,2,2,1,2,1,2,2,2,2,2,2,1,1.850283248,1.72224637069164,1,3,2
95,56,1,1,2,12,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
96,56,2,1,10,12,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
97,56,8,1,24,11,2005,1,80,2, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
98,56,4,1,8,12,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
99,56,4,1,26,11,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
100,56,7,1,8,12,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
1,55,2,1,4,12,2005,1,1,1,1,2,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,2.347668472,-1.03494291617722,5,3,2
2,55,3,1,10,12,2005,1,1,1,1,3,1,1,0,0,1,1,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,2,31,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,1.927661254,-1.11394388317509,5,3,2
3,55,4,1,10,12,2005,1,1,1,2,2,1,1,0,0,1,1,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,1,31,35,34,3, , ,1,1,1,1,1,2,1,1,2,1,2,1,2, , , , , , , , , , , , , , , ,2,2.206800443,-.87238189077965,4,4,1
4,55,5,1,1,12,2005,2,1,1,1,4,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,22,2, ,3,21,33,32,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.395302746,.555061922727759,2,3,2
5,55,6,1,9,12,2005,2,1,1,2,4,1,1,2,2,1,1,0,2,31, ,5,2,1,A, , , , , , , ,22,2, ,1,21,33,35,2, , ,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,3,2,1,2,1,2,1,2,2,2,2,2,2,2,.079007137,1.46049741619752,1,3,1
6,55,1,1,27,11,2005,1,5,1,2,4,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,11,2, ,2,31,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,.095321852,-.473545895989829,3,4,1
7,55,2,1,6,12,2005,1,5,1,1,4,1,1,0,0,1,1,2,0,31, ,5,2,1, ,B, , , , , , ,41,2, ,3,35,31,33,2, , ,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,3,1,1,2,1,1,2,2,1,2,2,2,1,1,1.578442282,1.04481318896949,2,3,2
8,55,3,1,5,12,2005,2,5,1,1,4,1,1,1,1,1,1,0,1,31, ,15,2,2, , , , , , , , ,41,2, ,2,35,34,32,2, , ,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,.161749882,.842544850209882,2,3,1
9,55,31,1,28,11,2005,2,5,1,1,3,1,1,0,0,1,1,1,0,12, , , ,2, , , , , , , , ,22,2, ,2,21,33,22,2, , ,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,3,1,1,2,1,2,2,2,1,2,2,2,2,1,1.709877121,1.54744495796947,1,3,2
10,55,1,1,7,12,2005,1,7,1,1,2,0,0,0,0,1,0,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,1,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,2,1.545857576,-.232528559320399,2,3,1
11,55,2,1,6,12,2005,2,7,1,3,4,1,1,0,0,2,1,0,0,13, ,995, ,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,2,1,2,1,1,2,1,1,1,2,1,2,2, , , , , , , , , , , , , , , ,2,.757207195,1.12451395372991,1,3,1
12,55,3,1,4,12,2005,2,7,2, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
13,55,1,1,6,12,2005,1,12,2, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
14,55,2,1,3,12,2005,1,12,1,1,2,1,1,0,0,3,1,1,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2.189220638,-1.03494291617722,5,4,2
15,55,5,1,2,12,2005,1,12,1,1,3,1,1,0,0,1,1,0,0,11, , , ,1, , , , , ,F, , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,1,1,2,1,2,1,2,1, , , , , , , , , , , , , , , ,1,2.972370999,-.842745212285298,4,4,1
16,55,6,1,26,11,2005,1,12,1,1,4,2,2,0,0,4,2,1,0,11, , , ,1,A, , , , ,F, , ,11,2, ,3,35,33,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,3,1.81613449,-.540965419645394,3,4,1
17,55,7,1,5,12,2005,1,12,1,2,2,1,1,0,0,2,1,0,0,11, , , ,1, , , , , , ,X, ,11,2, ,1,21,35,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.690404258,-.67076840012785,3,3,1
18,55,8,1,4,12,2005,1,12,1,1,3,1,1,0,0,3,1,0,0,11, , , ,1,A, , ,D, , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.640713622,-.818272739614336,4,3,2
19,55,10,1,3,12,2005,2,12,1,1,1,0,0,0,0,3,0,0,0,12, , , ,1, , , , , ,F, , ,12,2, ,2,21,33,33,3, , ,1,1,1,1,2,2,2,1,1,2,2,2,2, , , , , , , , , , , , , , , ,2,2.794857809,1.03724143509228,2,4,2
20,55,9,1,1,12,2005,1,14,1,2,4,1,1,1,1,3,1,1,1,11, , , ,1, , , ,D, , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,3,1,1,2,1,2,2,2,1,2,2,2,2,1,.174879584,-.955991584527057,4,3,1
21,55,1,1,4,12,2005,1,14,1,1,3,2,2,0,0,15,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.28977874,-.562287984547454,3,4,2
22,55,16,1,29,11,2005,1,14,1,1,3,1,1,1,1,15,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,33,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,.159179695,-.44998596843395,3,3,2
23,55,19,1,3,12,2005,1,14,1,2,4,1,1,2,2,3,1,0,2,11, , , ,2, , , , , , , , ,11,2, ,1,96,33,34,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,.165765567,-.384801931845463,3,3,1
24,55,26,1,8,12,2005,1,14,1,2,2,1,1,0,0,3,1,0,0,11, , , ,1,A, , ,D, , , , ,11,2, ,2,35,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,1,2.929546844,-.488877691557292,3,4,1
25,55,30,1,1,12,2005,1,14,1,2,2,1,1,0,0,6,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.430659147,-1.13560394995322,5,3,1
26,55,54,1,8,12,2005,1,14,1,1,4,2,2,0,0,18,2,1,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,4,1,1,1,1,2,1,2,2,2,1,2,1,1,2.736411433,-1.01697366262905,5,3,2
27,55,60,1,5,12,2005,2,14,1,1,3,1,1,0,0,18,1,1,0,31, ,30,2,2, , , , , , , , ,11,2, ,2,35,33,31,1, , ,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,3,1,1,2,1,2,1,2,2,2,2,2,1,1,1.687924258,.140656128181854,2,3,1
28,55,1,1,5,12,2005,1,18,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
29,55,2,1,29,11,2005,1,18,1,2,2,0,0,0,0,1,0,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,35,33,3, , ,1,1,2,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,2,1.359962852,-.630440058790578,3,3,1
30,55,3,1,2,12,2005,2,18,1,1,5,1,1,0,0,1,1,2,0,31, ,5,2,2, , , , , , , , ,22,2, ,3,21,31,36,8,3, ,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,4,2,1,2,1,1,2,2,2,2,2,2,1,1,2.216101505,1.72215057484202,1,4,2
31,55,1,1,29,11,2005,1,21,1,2,4,1,1,2,2,1,1,0,2,11, , , ,2, , , , , , , , ,11,2, ,3,31,35,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.141248206,-.936658321035778,4,3,2
32,55,2,1,29,11,2005,2,21,1,2,3,1,1,1,1,1,1,0,1,31, ,10,1,2, , , , , , , , ,22,2, ,2,21,34,26,2, , ,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,1,1,.091476301,1.44334092526001,1,3,1
33,55,3,1,30,11,2005,2,21,1,2,5,2,2,1,1,1,2,0,1,13, ,5,2,2, , , , , , , , ,22,2, ,2,21,33,34,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,2,.12695352,.676232995412803,2,3,1
34,55,2,1,21,11,2005,1,23,1,1,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,.260982731,-.83810671099667,4,3,2
35,55,3,1,25,11,2005,1,23,1,2,5,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,31,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,8,3,.101354255,-1.01882593301201,5,3,1
36,55,4,1,3,12,2005,1,23,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1, , , ,D, , , , ,11,2, ,3,21,33,31,3, , ,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,.080600882,-.187356052157235,2,3,1
37,55,5,1,6,12,2005,2,23,1,1,7,3,3,2,2,1,3,0,2,11, , , ,1,A, , , , ,F, , ,11,2, ,3,21,33,33,2, , ,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,1,.112143249,.351384272744696,2,3,2
38,55,1,1,28,11,2005,1,26,1,1,3,2,2,0,0,1,2,0,0,11, , , ,1,A, , ,D, ,F, , ,11,2, ,2,31,35,34,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,2.513653392,-1.02246059268021,5,4,2
39,55,2,1,23,11,2005,2,26,1,2,3,2,2,0,0,1,2,0,0,31, ,10,1,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,2,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,1.252586286,.910200442873674,2,4,2
40,55,3,1,27,11,2005,2,26,1,3,4,2,2,0,0,1,2,0,0,31, ,10,2,2, , , , , , , , ,22,2, ,2,21,31,26,3, , ,2,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,3,1.257799231,1.00836477892694,2,3,1
41,55,1,1,3,12,2005,1,32,1,1,1,1,1,0,0,1,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,1,35,35,31,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.118024256,-1.0949114791483,5,4,2
42,55,1,1,24,11,2005,1,32,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
43,55,2,1,5,12,2005,2,32,1,2,4,1,1,1,1,1,1,1,1,31, ,5,1,2, , , , , , , , ,22,2, ,2,35,33,33,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,3,2,1,2,1,2,1,2,2,2,2,2,2,1,.207038895,.584945391690673,2,4,1
44,55,1,1,3,12,2005,1,35,1,1,4,2,2,0,0,1,2,0,0,11, , , ,2, , , , , , , , ,11,2, ,3,21,33,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.718899862,-.174169759058739,2,3,2
45,55,2,1,4,12,2005,2,35,1,1,2,1,1,0,0,1,1,0,0,21, ,20,2,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.674109288,.916423776510646,2,3,2
46,55,3,1,22,11,2005,1,44,3, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
47,55,4,1,2,12,2005,1,44,1,1,1,0,0,0,0,4,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,21,33,33,3, , ,1,1,2,2,2,1,2,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.228538024,.26598009430727,2,4,2
48,55,5,1,26,11,2005,1,44,3, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
49,55,6,1,5,12,2005,1,44,1,2,4,1,1,1,1,6,1,0,1,42, ,20,2,2, , , , , , , , ,22,2, ,3,21,33,33,6,3, ,1,1,1,1,2,2,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,1,.200417065,1.19179887553881,1,2,2
50,55,7,1,2,12,2005,2,44,1,3,4,1,1,1,1,7,1,0,1,12, , , ,1,A, , , , , , , ,22,2, ,3,21,33,33,3, , ,2,1,2,1,2,1,1,1,2,1,2,2,2,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,1,.079435262,.974179321368227,2,3,1
51,55,2,1,9,12,2005,1,46,1,1,4,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,31,35,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,.348686928,-.8391222710805,4,4,2
52,55,3,1,3,12,2005,1,46,1,1,5,1,1,2,2,1,1,1,2,11, , , ,1,A, , , , , , , ,11,2, ,3,31,35,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,8,1,.151347023,-.965278437224944,5,3,2
53,55,6,1,6,12,2005,1,46,1,2,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,.817062875,-.847284454277787,4,4,1
54,55,7,1,1,12,2005,1,46,1,2,4,2,2,0,0,1,2,0,0,11, , , ,1,A,B, , , ,F, , ,12,2, ,3,21,34,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,2,.81496787,.0948541623467542,2,3,1
55,55,8,1,8,12,2005,2,46,1,1,7,2,2,1,1,1,2,1,1,11, , , ,1,A, , , , , , , ,11,2, ,3,31,33,31,3, , ,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,4,1,1,1,1,1,1,2,1,1,2,2,1,2,.093554505,-.407038900519111,3,3,2
56,55,7,1,21,11,2005,2,46,1,2,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , ,F, , ,12,2, ,2,21,33,33,3, , ,1,1,1,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,1.040563782,.437222588884103,2,3,1
57,55,9,1,6,12,2005,2,46,1,1,1,0,0,0,0,1,0,0,0,31, ,5,1,2, , , , , , , , ,22,2, ,1,21,33,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,1.042497579,.997976606695169,2,2,2
58,55,2,1,24,11,2005,1,48,1,4,6,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,11,2, ,3,35,35,31,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,5,1,1,2,1,1,2,2,2,2,2,2,2,1,.273043864,-1.00690698779364,5,3,1
59,55,3,1,1,12,2005,1,48,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,35,33,3, , ,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,3,1,1,2,2,2,1,2,2,2,2,2,2,1,.188214693,-.846881907820299,4,4,1
60,55,4,1,5,12,2005,2,48,1,1,1,0,0,0,0,1,0,0,0,21, ,15,2,2, , , , , , , , ,13,2, ,1,21,34,32,1, , ,1,1,2,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.446649104,1.00935202692548,2,3,1
61,55,1,1,8,12,2005,1,51,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
62,55,2,1,7,12,2005,1,51,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
63,55,3,1,8,12,2005,1,51,1,2,4,1,1,1,1,3,1,1,1,11, , , ,1,A, , ,D, , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,3,1,1,2,1,1,1,1,1,2,2,2,1,1,.055322104,-.997760521463877,5,3,1
64,55,4,1,29,11,2005,2,51,3, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
65,55,5,1,20,11,2005,2,51,3, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
